19990810,97.541,104.40,95.453,102.71,605711,0
19990811,103.41,103.41,99.430,100.42,146300,0
19990812,100.42,101.42,98.436,99.430,145835,0
19990813,99.430,99.430,98.436,99.430,29000,0
19990816,99.430,99.430,98.436,98.436,38000,0
19990817,98.436,98.436,94.459,94.459,93800,0
19990818,95.453,96.447,94.459,94.459,31583,0
19990819,95.453,95.453,95.453,95.453,61465,0
19990820,96.447,99.430,96.447,99.430,66325,0
19990823,99.430,108.38,99.430,100.42,168910,0
19990824,101.42,101.42,97.441,97.441,95200,0
19990825,98.436,99.430,97.441,97.441,31200,0
19990826,98.436,98.436,98.436,98.436,8515,0
19990827,98.436,98.436,97.441,97.441,21600,0
19990830,97.441,98.436,97.441,97.441,16500,0
19990831,98.436,101.42,97.441,98.436,74500,0
19990901,99.430,101.42,99.430,101.42,76223,0
19990902,101.42,101.42,99.430,99.430,26277,0
19990903,99.430,99.430,99.430,99.430,15000,0
19990906,99.430,100.42,99.430,100.42,22240,0
19990907,99.430,99.430,99.430,99.430,40000,0
19990908,100.42,100.42,100.42,100.42,32725,0
19990909,99.430,100.42,99.430,99.430,23000,0
19990910,99.430,99.430,99.430,99.430,19000,0
19990913,99.430,100.42,99.430,100.42,25305,0
19990914,101.42,101.42,99.430,99.430,26320,0
19990915,99.430,99.430,99.430,99.430,19680,0
19990916,99.430,99.430,98.436,98.436,20120,0
19990917,98.436,98.436,96.447,96.447,15950,0
19990920,96.447,98.436,96.447,96.447,20960,0
19990921,93.464,93.464,93.464,93.464,4000,0
19990922,94.459,94.459,93.464,94.459,17040,0
19990923,94.459,94.459,94.459,94.459,5000,0
19990924,94.459,94.459,94.459,94.459,0,0
19990927,95.453,95.453,95.453,95.453,6560,0
19990928,95.453,96.447,94.459,94.459,15050,0
19990929,94.459,94.459,94.459,94.459,8950,0
19990930,93.464,93.464,92.470,92.470,9525,0
19991001,92.470,92.470,92.470,92.470,22400,0
19991004,91.476,91.476,91.476,91.476,6837,0
19991005,91.476,91.476,89.487,89.487,13000,0
19991006,89.487,92.470,89.487,92.470,10000,0
19991007,92.470,92.470,92.470,92.470,0,0
19991008,92.470,92.470,90.481,92.470,5875,0
19991011,89.487,92.470,89.487,92.470,10000,0
19991012,92.470,93.464,92.470,92.470,11800,0
19991013,92.470,93.464,92.470,93.464,18250,0
19991014,94.459,94.459,94.459,94.459,25000,0
19991015,94.459,97.441,94.459,97.441,10625,0
19991018,95.453,96.447,95.453,96.447,17000,0
19991019,95.453,95.453,94.459,94.459,8000,0
19991020,96.447,96.447,95.453,95.453,12000,0
19991021,95.453,96.447,95.453,96.447,35900,0
19991022,96.447,96.447,96.447,96.447,1235,0
